date,week,player_id,player_name,position,player_vmax_kmh,md_code,session_focus,session_type,match_role,duration_min,total_distance_m,hsr_m,sprint_distance_m,accelerations,decelerations,max_speed_kmh,percent_vmax,session_rpe,session_load_au,previous_3d_load,wellness_score
2026-08-16,4,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,32.0,2222.0,29.0,2.0,7.0,8.0,19.02,52.9,2.5,80.0,545.0,83.0
2026-08-17,5,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,90.0
2026-08-18,5,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,76.0,7216.0,437.0,79.0,30.0,32.0,29.09,81.0,4.8,365.0,213.0,89.0
2026-08-19,5,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,92.0,7862.0,775.0,175.0,41.0,49.0,32.71,91.0,7.1,653.0,445.0,87.0
2026-08-20,5,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,71.0,5923.0,366.0,67.0,31.0,26.0,28.25,78.6,3.5,248.0,1018.0,76.0
2026-08-21,5,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,41.0,3565.0,96.0,16.0,17.0,13.0,26.75,74.5,3.0,123.0,1266.0,83.0
2026-08-22,5,P06,Player 06,FB,35.93,MD,Match,Match,Starter,96.0,12179.0,605.0,178.0,46.0,42.0,34.19,95.2,8.7,835.0,1024.0,77.0
2026-08-23,5,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,26.0,2479.0,29.0,2.0,7.0,8.0,19.41,54.0,1.8,47.0,1206.0,84.0
2026-08-24,6,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,86.0
2026-08-25,6,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,75.0,7177.0,301.0,77.0,39.0,39.0,29.23,81.4,5.0,375.0,882.0,83.0
2026-08-26,6,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,85.0,9111.0,650.0,189.0,44.0,41.0,32.68,91.0,6.4,544.0,422.0,88.0
2026-08-27,6,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,70.0,5313.0,318.0,47.0,26.0,33.0,28.21,78.5,5.5,385.0,919.0,71.0
2026-08-28,6,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,45.0,3334.0,92.0,18.0,16.0,17.0,24.36,67.8,1.1,50.0,1304.0,77.0
2026-08-29,6,P06,Player 06,FB,35.93,MD,Match,Top-up,Unused,60.0,4749.0,329.0,44.0,30.0,25.0,30.78,85.7,4.6,276.0,979.0,84.0
2026-08-30,6,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,37.0,2220.0,27.0,2.0,9.0,8.0,19.8,55.1,2.2,81.0,711.0,85.0
2026-08-31,7,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,81.0
2026-09-01,7,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,78.0,6682.0,425.0,69.0,35.0,35.0,29.5,82.1,4.8,374.0,357.0,84.0
2026-09-02,7,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,90.0,7456.0,605.0,183.0,38.0,37.0,30.7,85.4,5.6,504.0,455.0,76.0
2026-09-03,7,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,69.0,5517.0,272.0,56.0,30.0,33.0,29.08,80.9,2.8,193.0,878.0,82.0
2026-09-04,7,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,43.0,3291.0,113.0,17.0,13.0,16.0,23.95,66.7,2.3,99.0,1071.0,73.0
2026-09-05,7,P06,Player 06,FB,35.93,MD,Match,Match,Starter,87.0,9966.0,899.0,166.0,53.0,45.0,34.53,96.1,8.1,705.0,796.0,85.0
2026-09-06,7,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,40.0,2421.0,35.0,2.0,9.0,7.0,19.61,54.6,1.8,72.0,997.0,84.0
2026-09-07,8,P06,Player 06,FB,35.93,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,79.0
2026-09-08,8,P06,Player 06,FB,35.93,MD-4,Volume,Training,N/A,87.0,7833.0,489.0,88.0,34.0,38.0,28.62,79.7,4.3,374.0,777.0,83.0
2026-09-09,8,P06,Player 06,FB,35.93,MD-3,Speed / HSR,Training,N/A,86.0,9149.0,650.0,187.0,52.0,41.0,33.75,93.9,6.8,585.0,446.0,84.0
2026-09-10,8,P06,Player 06,FB,35.93,MD-2,Tactical,Training,N/A,75.0,5480.0,386.0,75.0,29.0,25.0,31.26,87.0,4.6,345.0,959.0,81.0
2026-09-11,8,P06,Player 06,FB,35.93,MD-1,Activation,Training,N/A,36.0,3063.0,85.0,21.0,14.0,14.0,25.8,71.8,3.2,115.0,1304.0,74.0
2026-09-12,8,P06,Player 06,FB,35.93,MD,Match,Top-up,Unused,52.0,5363.0,332.0,51.0,26.0,24.0,29.99,83.5,5.0,260.0,1045.0,82.0
2026-09-13,8,P06,Player 06,FB,35.93,MD+1,Recovery,Recovery,N/A,35.0,2054.0,25.0,2.0,9.0,8.0,21.08,58.7,1.2,42.0,720.0,77.0
2026-07-20,1,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
2026-07-21,1,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,80.0,6268.0,345.0,100.0,35.0,35.0,25.05,73.9,5.8,464.0,0.0,88.0
2026-07-22,1,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,96.0,8695.0,583.0,229.0,40.0,39.0,31.41,92.6,6.8,653.0,464.0,84.0
2026-07-23,1,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,69.0,4925.0,321.0,62.0,28.0,28.0,24.76,73.0,3.4,235.0,1117.0,80.0
2026-07-24,1,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,42.0,3301.0,108.0,22.0,16.0,16.0,24.23,71.5,1.4,59.0,1352.0,75.0
2026-07-25,1,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,52.0,4505.0,275.0,61.0,27.0,23.0,28.32,83.5,4.0,208.0,947.0,86.0
2026-07-26,1,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,31.0,2280.0,33.0,3.0,10.0,9.0,17.46,51.5,2.8,87.0,502.0,84.0
2026-07-27,2,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,86.0
2026-07-28,2,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,82.0,6925.0,434.0,82.0,31.0,30.0,25.18,74.3,5.3,435.0,295.0,86.0
2026-07-29,2,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,85.0,8396.0,662.0,243.0,46.0,41.0,32.53,96.0,5.0,425.0,522.0,87.0
2026-07-30,2,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,62.0,5694.0,321.0,74.0,28.0,30.0,27.89,82.3,4.7,291.0,860.0,83.0
2026-07-31,2,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,45.0,2799.0,122.0,21.0,14.0,17.0,24.47,72.2,1.8,81.0,1151.0,80.0
2026-08-01,2,P07,Player 07,FB,33.9,MD,Match,Match,Sub,9.0,1133.0,86.0,28.0,5.0,5.0,29.47,86.9,7.3,66.0,797.0,84.0
2026-08-02,2,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,37.0,2455.0,30.0,2.0,9.0,7.0,19.01,56.1,1.3,48.0,438.0,79.0
2026-08-03,3,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,81.0
2026-08-04,3,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,83.0,6162.0,445.0,84.0,35.0,35.0,28.3,83.5,5.2,432.0,114.0,87.0
2026-08-05,3,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,90.0,7932.0,646.0,204.0,52.0,43.0,30.64,90.4,6.7,603.0,480.0,84.0
2026-08-06,3,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,67.0,5598.0,260.0,87.0,27.0,34.0,26.74,78.9,5.0,335.0,1035.0,82.0
2026-08-07,3,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,41.0,3684.0,104.0,17.0,15.0,16.0,24.38,71.9,2.9,119.0,1370.0,77.0
2026-08-08,3,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,53.0,4939.0,273.0,67.0,27.0,27.0,26.84,79.2,4.5,238.0,1057.0,81.0
2026-08-09,3,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,31.0,2304.0,32.0,3.0,9.0,8.0,17.87,52.7,2.8,87.0,692.0,78.0
2026-08-10,4,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,84.0
2026-08-11,4,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,81.0,7940.0,380.0,86.0,32.0,32.0,28.95,85.4,4.8,389.0,325.0,81.0
2026-08-12,4,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,91.0,8077.0,729.0,244.0,35.0,35.0,30.29,89.4,5.8,528.0,476.0,85.0
2026-08-13,4,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,68.0,6028.0,359.0,64.0,27.0,27.0,27.65,81.6,3.8,258.0,917.0,75.0
2026-08-14,4,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,52.0,3177.0,77.0,22.0,16.0,16.0,24.02,70.9,2.6,135.0,1175.0,80.0
2026-08-15,4,P07,Player 07,FB,33.9,MD,Match,Match,Starter,83.0,8599.0,819.0,189.0,47.0,40.0,34.11,100.6,8.9,739.0,921.0,76.0
2026-08-16,4,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,35.0,2318.0,28.0,3.0,9.0,9.0,18.53,54.7,2.4,84.0,1132.0,78.0
2026-08-17,5,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,83.0
2026-08-18,5,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,77.0,6826.0,382.0,88.0,39.0,33.0,28.52,84.1,5.5,424.0,823.0,82.0
2026-08-19,5,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,88.0,8305.0,664.0,246.0,39.0,36.0,30.43,89.8,6.5,572.0,508.0,79.0
2026-08-20,5,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,62.0,5876.0,293.0,81.0,32.0,27.0,27.48,81.1,4.0,248.0,996.0,78.0
2026-08-21,5,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,48.0,3225.0,105.0,18.0,16.0,14.0,24.31,71.7,3.1,149.0,1244.0,73.0
2026-08-22,5,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,46.0,5018.0,329.0,61.0,25.0,20.0,27.4,80.8,4.7,216.0,969.0,75.0
2026-08-23,5,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,36.0,2505.0,33.0,3.0,10.0,9.0,18.6,54.9,2.4,86.0,613.0,83.0
2026-08-24,6,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,86.0
2026-08-25,6,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,75.0,6481.0,424.0,75.0,36.0,40.0,27.05,79.8,4.4,330.0,302.0,87.0
2026-08-26,6,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,92.0,7695.0,649.0,218.0,45.0,40.0,33.33,98.3,6.3,580.0,416.0,87.0
2026-08-27,6,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,70.0,5573.0,346.0,43.0,30.0,28.0,28.54,84.2,5.0,350.0,910.0,81.0
2026-08-28,6,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,40.0,3091.0,108.0,27.0,17.0,16.0,23.69,69.9,3.3,132.0,1260.0,77.0
2026-08-29,6,P07,Player 07,FB,33.9,MD,Match,Match,Sub,32.0,4174.0,263.0,127.0,16.0,19.0,29.04,85.7,7.5,240.0,1062.0,76.0
2026-08-30,6,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,38.0,2227.0,27.0,3.0,9.0,7.0,17.59,51.9,1.4,53.0,722.0,81.0
2026-08-31,7,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,70.0
2026-09-01,7,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,81.0,7317.0,371.0,78.0,34.0,41.0,25.97,76.6,6.1,494.0,293.0,73.0
2026-09-02,7,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,87.0,9477.0,596.0,221.0,46.0,52.0,31.0,91.4,8.1,705.0,547.0,74.0
2026-09-03,7,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,73.0,6335.0,339.0,72.0,33.0,32.0,26.75,78.9,6.5,474.0,1199.0,68.0
2026-09-04,7,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,46.0,3412.0,107.0,23.0,14.0,16.0,23.66,69.8,3.3,152.0,1673.0,74.0
2026-09-05,7,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,45.0,4713.0,319.0,73.0,25.0,20.0,25.97,76.6,5.9,266.0,1331.0,63.0
2026-09-06,7,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,33.0,2347.0,33.0,3.0,8.0,8.0,19.95,58.8,2.0,66.0,892.0,70.0
2026-09-07,8,P07,Player 07,FB,33.9,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,80.0
2026-09-08,8,P07,Player 07,FB,33.9,MD-4,Volume,Training,N/A,84.0,7145.0,397.0,69.0,32.0,27.0,28.24,83.3,4.2,353.0,332.0,84.0
2026-09-09,8,P07,Player 07,FB,33.9,MD-3,Speed / HSR,Training,N/A,91.0,8233.0,674.0,221.0,39.0,42.0,33.59,99.1,7.1,646.0,419.0,84.0
2026-09-10,8,P07,Player 07,FB,33.9,MD-2,Tactical,Training,N/A,69.0,5961.0,349.0,86.0,27.0,29.0,25.37,74.8,4.8,331.0,999.0,83.0
2026-09-11,8,P07,Player 07,FB,33.9,MD-1,Activation,Training,N/A,43.0,3228.0,114.0,21.0,14.0,17.0,24.46,72.1,3.1,133.0,1330.0,76.0
2026-09-12,8,P07,Player 07,FB,33.9,MD,Match,Top-up,Unused,47.0,4818.0,302.0,72.0,28.0,27.0,27.44,80.9,5.3,249.0,1110.0,79.0
2026-09-13,8,P07,Player 07,FB,33.9,MD+1,Recovery,Recovery,N/A,36.0,2258.0,27.0,3.0,8.0,8.0,18.69,55.1,1.7,61.0,713.0,81.0
2026-07-20,1,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
2026-07-21,1,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,80.0,6449.0,406.0,85.0,35.0,31.0,26.6,79.6,5.0,400.0,0.0,86.0
2026-07-22,1,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,87.0,9156.0,615.0,209.0,53.0,40.0,32.4,97.0,6.5,566.0,400.0,84.0
2026-07-23,1,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,72.0,5684.0,241.0,77.0,31.0,26.0,24.85,74.4,4.9,353.0,966.0,81.0
2026-07-24,1,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,47.0,3052.0,96.0,20.0,16.0,14.0,24.35,72.9,1.8,85.0,1319.0,79.0
2026-07-25,1,P08,Player 08,FB,33.4,MD,Match,Match,Starter,86.0,10467.0,1057.0,182.0,52.0,43.0,32.21,96.4,8.5,731.0,1004.0,79.0
2026-07-26,1,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,32.0,2579.0,33.0,2.0,7.0,8.0,16.55,49.5,2.4,77.0,1169.0,78.0
2026-07-27,2,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,75.0
2026-07-28,2,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,78.0,6777.0,278.0,66.0,38.0,30.0,27.14,81.3,4.4,343.0,808.0,83.0
2026-07-29,2,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,94.0,8745.0,804.0,171.0,39.0,40.0,30.71,91.9,6.6,620.0,420.0,82.0
2026-07-30,2,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,69.0,5029.0,380.0,81.0,32.0,25.0,27.17,81.4,4.9,338.0,963.0,83.0
2026-07-31,2,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,51.0,3429.0,116.0,25.0,17.0,15.0,22.61,67.7,2.9,148.0,1301.0,82.0
2026-08-01,2,P08,Player 08,FB,33.4,MD,Match,Match,Starter,91.0,11913.0,805.0,237.0,51.0,48.0,31.22,93.5,9.0,819.0,1106.0,79.0
2026-08-02,2,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,29.0,2329.0,32.0,2.0,9.0,8.0,19.52,58.4,2.0,58.0,1305.0,74.0
2026-08-03,3,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,80.0
2026-08-04,3,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,84.0,7143.0,463.0,71.0,42.0,34.0,27.55,82.5,4.2,353.0,877.0,82.0
2026-08-05,3,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,84.0,9419.0,656.0,225.0,47.0,41.0,30.84,92.3,6.4,538.0,411.0,84.0
2026-08-06,3,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,70.0,5887.0,323.0,70.0,31.0,26.0,26.24,78.6,4.0,280.0,891.0,79.0
2026-08-07,3,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,47.0,3130.0,121.0,18.0,15.0,14.0,21.99,65.8,3.2,150.0,1171.0,80.0
2026-08-08,3,P08,Player 08,FB,33.4,MD,Match,Match,Sub,8.0,984.0,71.0,18.0,5.0,4.0,24.86,74.4,7.4,59.0,968.0,82.0
2026-08-09,3,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,38.0,2275.0,35.0,2.0,8.0,9.0,16.38,49.0,2.4,91.0,489.0,83.0
2026-08-10,4,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,80.0
2026-08-11,4,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,76.0,6215.0,391.0,61.0,37.0,41.0,26.29,78.7,4.2,319.0,150.0,88.0
2026-08-12,4,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,91.0,8731.0,806.0,222.0,43.0,44.0,31.28,93.6,6.4,582.0,410.0,82.0
2026-08-13,4,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,71.0,6208.0,344.0,79.0,29.0,27.0,25.24,75.6,5.0,355.0,901.0,81.0
2026-08-14,4,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,44.0,3418.0,108.0,18.0,21.0,14.0,23.5,70.4,1.7,75.0,1256.0,78.0
2026-08-15,4,P08,Player 08,FB,33.4,MD,Match,Top-up,Unused,48.0,4703.0,355.0,61.0,26.0,28.0,26.51,79.4,4.8,230.0,1012.0,74.0
2026-08-16,4,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,34.0,2537.0,31.0,2.0,9.0,9.0,19.04,57.0,2.1,71.0,660.0,83.0
2026-08-17,5,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0,87.0
2026-08-18,5,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,72.0,6453.0,387.0,71.0,34.0,34.0,28.19,84.4,5.4,389.0,301.0,88.0
2026-08-19,5,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,87.0,8945.0,824.0,178.0,39.0,34.0,33.1,99.1,6.6,574.0,460.0,85.0
2026-08-20,5,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,63.0,5950.0,328.0,64.0,36.0,24.0,26.83,80.3,3.8,239.0,963.0,74.0
2026-08-21,5,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,50.0,3363.0,129.0,19.0,16.0,16.0,22.93,68.6,2.8,140.0,1202.0,82.0
2026-08-22,5,P08,Player 08,FB,33.4,MD,Match,Top-up,Unused,53.0,5159.0,341.0,61.0,27.0,27.0,27.28,81.7,4.9,260.0,953.0,82.0
2026-08-23,5,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,38.0,2513.0,27.0,2.0,8.0,9.0,18.35,54.9,2.5,95.0,639.0,79.0
2026-08-24,6,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,82.0
2026-08-25,6,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,73.0,7372.0,427.0,92.0,33.0,35.0,26.53,79.4,4.8,350.0,355.0,86.0
2026-08-26,6,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,87.0,8419.0,600.0,177.0,40.0,44.0,30.69,91.9,6.1,531.0,445.0,87.0
2026-08-27,6,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,65.0,6412.0,337.0,60.0,30.0,27.0,28.18,84.4,4.6,299.0,881.0,79.0
2026-08-28,6,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,42.0,3245.0,101.0,25.0,17.0,14.0,23.25,69.6,2.9,122.0,1180.0,81.0
2026-08-29,6,P08,Player 08,FB,33.4,MD,Match,Match,Starter,84.0,10204.0,655.0,248.0,45.0,40.0,31.67,94.8,8.5,714.0,952.0,75.0
2026-08-30,6,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,33.0,2275.0,36.0,2.0,7.0,8.0,18.16,54.4,0.9,30.0,1135.0,76.0
2026-08-31,7,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,74.0
2026-09-01,7,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,83.0,6713.0,421.0,69.0,37.0,35.0,27.58,82.6,5.5,456.0,744.0,79.0
2026-09-02,7,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,89.0,7685.0,704.0,170.0,42.0,37.0,31.17,93.3,5.6,498.0,486.0,89.0
2026-09-03,7,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,70.0,6348.0,387.0,76.0,24.0,31.0,25.85,77.4,4.8,336.0,954.0,87.0
2026-09-04,7,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,42.0,3222.0,131.0,20.0,15.0,19.0,22.12,66.2,2.6,109.0,1290.0,78.0
2026-09-05,7,P08,Player 08,FB,33.4,MD,Match,Top-up,Unused,48.0,5528.0,294.0,62.0,28.0,23.0,29.25,87.6,4.7,226.0,943.0,78.0
2026-09-06,7,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,30.0,2371.0,26.0,3.0,8.0,8.0,20.22,60.5,1.1,33.0,671.0,82.0
2026-09-07,8,P08,Player 08,FB,33.4,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,87.0
2026-09-08,8,P08,Player 08,FB,33.4,MD-4,Volume,Training,N/A,79.0,6579.0,357.0,85.0,33.0,35.0,25.24,75.6,4.7,371.0,259.0,81.0
2026-09-09,8,P08,Player 08,FB,33.4,MD-3,Speed / HSR,Training,N/A,89.0,9032.0,638.0,201.0,46.0,45.0,29.83,89.3,6.1,543.0,404.0,83.0
2026-09-10,8,P08,Player 08,FB,33.4,MD-2,Tactical,Training,N/A,70.0,6016.0,342.0,66.0,27.0,30.0,28.13,84.2,4.1,287.0,914.0,85.0
2026-09-11,8,P08,Player 08,FB,33.4,MD-1,Activation,Training,N/A,45.0,3009.0,126.0,20.0,16.0,15.0,22.57,67.6,3.1,140.0,1201.0,75.0
2026-09-12,8,P08,Player 08,FB,33.4,MD,Match,Match,Starter,81.0,8911.0,411.0,226.0,40.0,42.0,29.43,88.1,7.9,640.0,970.0,78.0
2026-09-13,8,P08,Player 08,FB,33.4,MD+1,Recovery,Recovery,N/A,33.0,2334.0,28.0,3.0,8.0,7.0,18.09,54.2,2.2,73.0,1067.0,80.0
2026-07-20,1,P09,Player 09,FB,34.61,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
2026-07-21,1,P09,Player 09,FB,34.61,MD-4,Volume,Training,N/A,79.0,7649.0,302.0,82.0,29.0,32.0,27.24,78.7,4.1,324.0,0.0,86.0
2026-07-22,1,P09,Player 09,FB,34.61,MD-3,Speed / HSR,Training,N/A,90.0,8418.0,707.0,193.0,37.0,35.0,32.65,94.3,7.1,639.0,324.0,86.0
2026-07-23,1,P09,Player 09,FB,34.61,MD-2,Tactical,Training,N/A,71.0,6827.0,370.0,76.0,24.0,29.0,28.1,81.2,5.2,369.0,963.0,82.0
2026-07-24,1,P09,Player 09,FB,34.61,MD-1,Activation,Training,N/A,42.0,3118.0,117.0,22.0,12.0,16.0,24.3,70.2,1.5,63.0,1332.0,84.0
2026-07-25,1,P09,Player 09,FB,34.61,MD,Match,Top-up,Unused,54.0,4931.0,394.0,62.0,24.0,22.0,28.31,81.8,4.1,221.0,1071.0,79.0
2026-07-26,1,P09,Player 09,FB,34.61,MD+1,Recovery,Recovery,N/A,40.0,2251.0,35.0,2.0,7.0,8.0,18.99,54.9,2.8,112.0,653.0,83.0
2026-07-27,2,P09,Player 09,FB,34.61,OFF,Off,Off,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,90.0
2026-07-28,2,P09,Player 09,FB,34.61,MD-4,Volume,Training,N/A,84.0,6865.0,451.0,115.0,33.0,30.0,26.97,77.9,5.0,420.0,333.0,84.0
2026-07-29,2,P09,Player 09,FB,34.61,MD-3,Speed / HSR,Training,N/A,92.0,7408.0,806.0,218.0,34.0,32.0,32.45,93.8,5.0,460.0,532.0,80.0
2026-07-30,2,P09,Player 09,FB,34.61,MD-2,Tactical,Training,N/A,76.0,5493.0,343.0,80.0,25.0,24.0,27.84,80.5,4.7,357.0,880.0,82.0
2026-07-31,2,P09,Player 09,FB,34.61,MD-1,Activation,Training,N/A,46.0,3254.0,106.0,22.0,14.0,13.0,22.44,64.8,2.9,133.0,1237.0,82.0
2026-08-01,2,P09,Player 09,FB,34.61,MD,Match,Top-up,Unused,56.0,5435.0,407.0,58.0,22.0,24.0,28.26,81.7,4.3,241.0,950.0,82.0
