player_id,player_name,position,week,training_distance_m,training_hsr_m,training_sprint_m,training_load_au,training_accelerations,training_decelerations,peak_training_speed_kmh,peak_training_pct_vmax,snapshot_date,md1_wellness,load_7d_au,load_28d_au,distance_7d_m,hsr_7d_m,sprint_7d_m,load_ratio_7_28_context,days_since_85_pct_vmax,days_since_90_pct_vmax,days_since_95_pct_vmax,baseline_training_distance_m,baseline_training_hsr_m,baseline_training_sprint_m,baseline_training_load_au,baseline_peak_pct_vmax,baseline_accelerations,baseline_decelerations,baseline_md1_wellness,vmax_kmh,match_total_distance_m,match_hsr_m,match_sprint_distance_m,match_accelerations,match_decelerations,distance_vs_baseline,hsr_vs_baseline,sprint_vs_baseline,load_vs_baseline,training_to_match_hsr,training_to_match_sprint,peak_speed_vs_player_vmax,wellness_delta,load_context,training_context,context_note,planned_reduction,preparation_alignment,exposure_index,monitoring_status,monitoring_reasons
P15,Player 15,CM,3,26999.0,1233.0,236.0,1363.0,122.0,118.0,30.23,95.8,2026-08-07,70.0,2186.0,5070.0,39274.0,1819.0,382.0,,2.0,2.0,2.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.05,0.97,1.15,1.0,1.97,1.69,0.96,-9.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Baseline,Baseline acquisition period
P15,Player 15,CM,4,26075.0,1135.0,213.0,1410.0,125.0,116.0,28.25,89.6,2026-08-14,83.0,2118.0,7188.0,37981.0,1643.0,305.0,,2.0,6.0,6.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.02,0.89,1.04,1.03,1.81,1.52,0.9,4.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P15,Player 15,CM,5,25895.0,1100.0,214.0,1566.0,124.0,115.0,29.14,92.4,2026-08-21,74.0,2336.0,8287.0,39719.0,1732.0,274.0,1.13,2.0,2.0,6.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.01,0.87,1.04,1.15,1.76,1.53,0.92,-5.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P15,Player 15,CM,6,26082.0,1128.0,185.0,1507.0,126.0,115.0,29.14,92.4,2026-08-28,78.0,2286.0,8926.0,39602.0,1712.0,344.0,1.02,2.0,2.0,6.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.02,0.89,0.9,1.11,1.8,1.32,0.92,-1.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P15,Player 15,CM,7,26420.0,1298.0,213.0,1270.0,133.0,130.0,29.03,92.0,2026-09-04,83.0,2021.0,8761.0,39221.0,2026.0,349.0,0.92,2.0,2.0,13.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.03,1.02,1.04,0.93,2.07,1.52,0.92,4.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Ready,Exposure aligned with individual baseline
P15,Player 15,CM,8,25555.0,1270.0,200.0,1431.0,123.0,129.0,29.93,94.9,2026-09-11,76.0,2253.0,8896.0,39676.0,1743.0,345.0,1.01,2.0,2.0,6.0,25653.0,1270.0,205.0,1363.0,95.8,122.0,119.0,79.0,31.54,11473.0,626.0,140.0,49.0,47.0,1.0,1.0,0.98,1.05,2.03,1.43,0.95,-3.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Ready,Exposure aligned with individual baseline
P16,Player 16,W,1,21881.0,1751.0,505.0,1363.0,110.0,104.0,32.55,91.4,2026-07-24,80.0,1363.0,1363.0,21881.0,1751.0,505.0,,2.0,2.0,,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.0,1.06,1.12,1.04,1.97,1.54,0.91,0.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Baseline,Baseline acquisition period
P16,Player 16,W,2,21552.0,1654.0,435.0,1152.0,109.0,99.0,35.71,100.3,2026-07-31,80.0,1458.0,2821.0,28524.0,2028.0,524.0,,2.0,2.0,2.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,0.98,1.0,0.97,0.88,1.86,1.33,1.0,0.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P16,Player 16,W,3,23798.0,1557.0,450.0,1312.0,105.0,110.0,33.97,95.4,2026-08-07,82.0,2082.0,4903.0,34435.0,2378.0,787.0,,2.0,2.0,2.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.09,0.94,1.0,1.0,1.75,1.38,0.95,2.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Baseline,Baseline acquisition period
P16,Player 16,W,4,24554.0,1656.0,464.0,1441.0,104.0,108.0,33.87,95.1,2026-08-14,73.0,2338.0,7241.0,37737.0,2619.0,880.0,,2.0,2.0,2.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.12,1.0,1.03,1.1,1.86,1.42,0.95,-7.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P16,Player 16,W,5,23490.0,1498.0,566.0,1453.0,99.0,102.0,34.44,96.7,2026-08-21,75.0,1789.0,7667.0,30823.0,1909.0,664.0,0.93,2.0,2.0,2.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.07,0.91,1.26,1.11,1.69,1.73,0.97,-5.0,Typical,Full training,Normal squad training plan,False,85.0,85.0,Ready,Exposure aligned with individual baseline
P16,Player 16,W,6,24394.0,1591.0,478.0,1365.0,97.0,111.0,35.37,99.3,2026-08-28,81.0,2146.0,8355.0,37836.0,2601.0,722.0,1.03,2.0,2.0,2.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.11,0.96,1.06,1.04,1.79,1.46,0.99,1.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P16,Player 16,W,7,23748.0,1721.0,463.0,1139.0,111.0,111.0,32.04,90.0,2026-09-04,79.0,2029.0,8302.0,35976.0,2608.0,801.0,0.98,2.0,2.0,9.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.09,1.04,1.03,0.87,1.94,1.42,0.9,-1.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P16,Player 16,W,8,23944.0,1608.0,579.0,1566.0,96.0,107.0,31.57,88.7,2026-09-11,74.0,2479.0,8443.0,36923.0,2581.0,954.0,1.17,2.0,6.0,6.0,21881.0,1654.0,450.0,1312.0,95.4,109.0,104.0,80.0,35.6,10349.0,889.0,327.0,42.0,41.0,1.09,0.97,1.29,1.19,1.81,1.77,0.89,-6.0,Typical,Full training,Normal squad training plan,False,85.0,85.0,Ready,Exposure aligned with individual baseline
P17,Player 17,W,1,23433.0,2004.0,438.0,1470.0,118.0,126.0,33.51,99.1,2026-07-24,73.0,1470.0,1470.0,23433.0,2004.0,438.0,,2.0,2.0,2.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,1.02,1.1,1.0,1.01,2.11,1.46,0.99,-3.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Baseline,Baseline acquisition period
P17,Player 17,W,2,22394.0,1709.0,450.0,1268.0,110.0,126.0,33.36,98.7,2026-07-31,76.0,1498.0,2968.0,27316.0,2006.0,575.0,,2.0,2.0,2.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,0.98,0.94,1.03,0.87,1.8,1.5,0.99,0.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Baseline,Baseline acquisition period
P17,Player 17,W,3,22925.0,1818.0,421.0,1452.0,122.0,131.0,31.25,92.4,2026-08-07,77.0,2110.0,5078.0,31753.0,2730.0,621.0,,2.0,2.0,6.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,1.0,1.0,0.96,1.0,1.92,1.4,0.92,1.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P17,Player 17,W,4,22638.0,1743.0,428.0,1512.0,122.0,119.0,32.49,96.1,2026-08-14,73.0,1782.0,6860.0,30005.0,2194.0,488.0,,2.0,2.0,2.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,0.99,0.96,0.98,1.04,1.84,1.43,0.96,-3.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P17,Player 17,W,5,21910.0,1902.0,413.0,1484.0,107.0,130.0,29.35,86.8,2026-08-21,75.0,2335.0,7725.0,33918.0,3026.0,732.0,1.21,2.0,6.0,6.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,0.96,1.05,0.94,1.02,2.0,1.38,0.87,-1.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P17,Player 17,W,6,22644.0,1712.0,493.0,1573.0,123.0,136.0,31.76,93.9,2026-08-28,79.0,2260.0,8487.0,35121.0,2671.0,769.0,1.07,2.0,2.0,6.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,0.99,0.94,1.13,1.08,1.8,1.64,0.94,3.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P17,Player 17,W,7,23527.0,1866.0,504.0,1319.0,119.0,118.0,31.63,93.6,2026-09-04,76.0,2008.0,8385.0,34905.0,2812.0,782.0,0.96,2.0,2.0,6.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,1.03,1.03,1.15,0.91,1.97,1.68,0.94,0.0,Typical,Full training,Normal squad training plan,False,92.0,92.0,Ready,Exposure aligned with individual baseline
P17,Player 17,W,8,22271.0,1836.0,450.0,1379.0,122.0,128.0,27.68,81.9,2026-09-11,80.0,1662.0,8265.0,28845.0,2191.0,531.0,0.8,9.0,9.0,13.0,22925.0,1818.0,438.0,1452.0,98.7,118.0,126.0,76.0,33.81,9881.0,949.0,300.0,47.0,50.0,0.97,1.01,1.03,0.95,1.93,1.5,0.82,4.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Underexposed,No recent high-speed exposure
P18,Player 18,W,1,23764.0,1613.0,422.0,1470.0,110.0,113.0,32.31,93.2,2026-07-24,80.0,1470.0,1470.0,23764.0,1613.0,422.0,,1.0,2.0,,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,1.0,0.96,0.93,1.07,1.9,1.31,0.93,-2.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Baseline,Baseline acquisition period
P18,Player 18,W,2,24433.0,1763.0,461.0,1279.0,102.0,117.0,31.77,91.6,2026-07-31,83.0,2005.0,3475.0,36557.0,2762.0,761.0,,2.0,2.0,6.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,1.03,1.05,1.02,0.93,2.07,1.43,0.92,1.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P18,Player 18,W,3,23239.0,1673.0,452.0,1368.0,127.0,110.0,30.38,87.6,2026-08-07,82.0,1698.0,5173.0,30394.0,2063.0,545.0,,2.0,9.0,13.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,0.98,1.0,1.0,1.0,1.97,1.4,0.88,0.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Baseline,Baseline acquisition period
P18,Player 18,W,4,25821.0,1850.0,483.0,1433.0,114.0,123.0,33.08,95.4,2026-08-14,79.0,1738.0,6911.0,33131.0,2231.0,564.0,,2.0,2.0,2.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,1.09,1.11,1.07,1.05,2.17,1.5,0.95,-3.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P18,Player 18,W,5,23605.0,1029.0,166.0,1559.0,108.0,120.0,29.13,84.0,2026-08-21,77.0,1905.0,7346.0,30161.0,1435.0,353.0,1.04,6.0,9.0,9.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,0.99,0.62,0.37,1.14,1.21,0.51,0.84,-5.0,Typical,Full training,Normal squad training plan,False,57.0,57.0,Underexposed,Very low sprint exposure; No recent high-speed exposure; Reduced HSR exposure
P18,Player 18,W,6,23754.0,1129.0,186.0,1351.0,121.0,114.0,29.13,84.0,2026-08-28,72.0,1615.0,6956.0,31313.0,1550.0,276.0,0.93,6.0,16.0,16.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,1.0,0.67,0.41,0.99,1.33,0.58,0.84,-10.0,Typical,Full training,Normal squad training plan,False,61.0,61.0,Underexposed,Very low sprint exposure; No recent high-speed exposure; Reduced HSR exposure; Wellness below individual baseline
P18,Player 18,W,7,25662.0,1721.0,468.0,1521.0,116.0,108.0,31.14,89.8,2026-09-04,82.0,1776.0,7034.0,32660.0,2134.0,551.0,1.01,2.0,23.0,23.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,1.08,1.03,1.04,1.11,2.02,1.45,0.9,0.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Monitor,Limited recent >90% Vmax exposure
P18,Player 18,W,8,26256.0,1891.0,500.0,1429.0,117.0,104.0,32.84,94.7,2026-09-11,80.0,2130.0,7426.0,36931.0,2647.0,628.0,1.15,2.0,2.0,6.0,23764.0,1673.0,452.0,1368.0,91.6,110.0,113.0,82.0,34.68,10784.0,851.0,323.0,45.0,45.0,1.1,1.13,1.11,1.04,2.22,1.55,0.95,-2.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Ready,Exposure aligned with individual baseline
P19,Player 19,W,1,22052.0,1952.0,508.0,1413.0,125.0,111.0,33.13,92.7,2026-07-24,76.0,1413.0,1413.0,22052.0,1952.0,508.0,,2.0,2.0,,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,1.0,1.0,1.0,0.96,2.05,1.5,0.93,0.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P19,Player 19,W,2,20874.0,1853.0,535.0,1490.0,115.0,104.0,31.15,87.1,2026-07-31,81.0,2349.0,3762.0,33387.0,2514.0,748.0,,2.0,6.0,6.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,0.95,0.95,1.05,1.01,1.95,1.58,0.87,5.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Baseline,Baseline acquisition period
P19,Player 19,W,3,22317.0,1958.0,431.0,1478.0,118.0,103.0,30.53,85.4,2026-08-07,76.0,1807.0,5569.0,29132.0,2357.0,533.0,,2.0,13.0,13.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,1.01,1.0,0.85,1.0,2.06,1.28,0.85,0.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Baseline,Baseline acquisition period
P19,Player 19,W,4,21858.0,1829.0,428.0,1568.0,122.0,104.0,31.69,88.6,2026-08-14,73.0,2230.0,7799.0,33509.0,2725.0,725.0,,2.0,6.0,20.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,0.99,0.94,0.84,1.06,1.92,1.27,0.89,-3.0,Typical,Full training,Normal squad training plan,False,90.0,90.0,Monitor,Reduced sprint exposure
P19,Player 19,W,5,21654.0,1869.0,552.0,1348.0,127.0,110.0,34.64,96.9,2026-08-21,76.0,2214.0,8600.0,33614.0,2940.0,979.0,1.03,1.0,2.0,2.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,0.98,0.96,1.09,0.91,1.96,1.63,0.97,0.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P19,Player 19,W,6,21748.0,1993.0,521.0,1437.0,116.0,108.0,33.2,92.8,2026-08-28,79.0,1598.0,7849.0,24888.0,2163.0,580.0,0.81,2.0,2.0,9.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,0.99,1.02,1.03,0.97,2.09,1.54,0.93,3.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P19,Player 19,W,7,20393.0,1983.0,397.0,1498.0,123.0,108.0,32.74,91.6,2026-09-04,76.0,1733.0,7775.0,26650.0,2462.0,476.0,0.89,2.0,2.0,16.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,0.92,1.02,0.78,1.01,2.08,1.17,0.92,0.0,Typical,Full training,Normal squad training plan,False,89.0,89.0,Monitor,Reduced sprint exposure
P19,Player 19,W,8,21892.0,1949.0,529.0,1368.0,123.0,100.0,34.21,95.7,2026-09-11,80.0,1738.0,7283.0,28442.0,2391.0,612.0,0.95,2.0,2.0,2.0,22052.0,1952.0,508.0,1478.0,87.1,118.0,104.0,76.0,35.76,9502.0,952.0,338.0,46.0,41.0,0.99,1.0,1.04,0.93,2.05,1.57,0.96,4.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P20,Player 20,W,1,23104.0,1758.0,475.0,1456.0,123.0,114.0,33.79,96.4,2026-07-24,79.0,1456.0,1456.0,23104.0,1758.0,475.0,,2.0,2.0,2.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,1.0,1.0,1.0,1.13,1.88,1.44,0.96,0.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P20,Player 20,W,2,23546.0,1811.0,484.0,1270.0,125.0,117.0,32.3,92.1,2026-07-31,75.0,1591.0,3047.0,30639.0,2271.0,573.0,,2.0,2.0,9.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,1.02,1.03,1.02,0.98,1.93,1.46,0.92,-4.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P20,Player 20,W,3,22295.0,1717.0,445.0,1292.0,140.0,117.0,33.35,95.1,2026-08-07,80.0,1639.0,4686.0,29140.0,2086.0,497.0,,2.0,2.0,2.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,0.96,0.98,0.94,1.0,1.83,1.34,0.95,1.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Baseline,Baseline acquisition period
P20,Player 20,W,4,23831.0,1842.0,482.0,1406.0,127.0,113.0,32.99,94.1,2026-08-14,83.0,1743.0,6429.0,31306.0,2280.0,587.0,,2.0,2.0,9.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,1.03,1.05,1.01,1.09,1.97,1.46,0.94,4.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P20,Player 20,W,5,22099.0,1837.0,472.0,1431.0,151.0,109.0,32.54,92.8,2026-08-21,75.0,1744.0,6717.0,29001.0,2261.0,545.0,1.04,2.0,2.0,16.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,0.96,1.04,0.99,1.11,1.96,1.43,0.93,-4.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Ready,Exposure aligned with individual baseline
P20,Player 20,W,6,23492.0,1721.0,463.0,1441.0,128.0,125.0,30.58,87.2,2026-08-28,80.0,1720.0,6846.0,30264.0,2139.0,552.0,1.0,2.0,9.0,23.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,1.02,0.98,0.97,1.12,1.84,1.4,0.87,1.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Ready,Exposure aligned with individual baseline
P20,Player 20,W,7,22685.0,1843.0,497.0,1203.0,138.0,113.0,32.05,91.4,2026-09-04,82.0,1471.0,6678.0,29781.0,2354.0,592.0,0.88,2.0,2.0,30.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,0.98,1.05,1.05,0.93,1.97,1.5,0.91,3.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P20,Player 20,W,8,22729.0,1962.0,512.0,1384.0,135.0,113.0,34.38,98.1,2026-09-11,76.0,1732.0,6667.0,29351.0,2355.0,714.0,1.04,2.0,2.0,2.0,23104.0,1758.0,475.0,1292.0,95.1,125.0,117.0,79.0,35.06,10125.0,937.0,331.0,53.0,45.0,0.98,1.12,1.08,1.07,2.09,1.55,0.98,-3.0,Typical,Full training,Normal squad training plan,False,93.0,93.0,Ready,Exposure aligned with individual baseline
P21,Player 21,ST,1,21473.0,1355.0,425.0,1391.0,112.0,105.0,33.24,99.0,2026-07-24,83.0,1391.0,1391.0,21473.0,1355.0,425.0,,2.0,2.0,2.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,0.96,0.99,0.94,1.06,1.78,1.34,0.99,3.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Baseline,Baseline acquisition period
P21,Player 21,ST,2,22333.0,1363.0,450.0,1208.0,120.0,108.0,30.67,91.3,2026-07-31,74.0,1532.0,2923.0,29266.0,1752.0,503.0,,2.0,2.0,9.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,1.0,1.0,1.0,0.92,1.79,1.42,0.91,-6.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P21,Player 21,ST,3,22477.0,1409.0,504.0,1313.0,124.0,104.0,30.5,90.8,2026-08-07,80.0,2175.0,5098.0,35300.0,2205.0,862.0,,2.0,2.0,6.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,1.01,1.03,1.12,1.0,1.85,1.58,0.91,0.0,Typical,Full training,Normal squad training plan,False,93.0,93.0,Baseline,Baseline acquisition period
P21,Player 21,ST,4,23803.0,1413.0,455.0,1576.0,128.0,104.0,30.72,91.5,2026-08-14,75.0,1924.0,7022.0,30760.0,1699.0,522.0,,2.0,2.0,13.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,1.07,1.04,1.01,1.2,1.85,1.43,0.91,-5.0,High,Full training,Normal squad training plan,False,99.0,99.0,Monitor,Elevated training load
P21,Player 21,ST,5,22617.0,1418.0,475.0,1384.0,119.0,110.0,31.56,94.0,2026-08-21,75.0,1830.0,7461.0,29203.0,1725.0,552.0,0.98,2.0,2.0,20.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,1.01,1.04,1.06,1.05,1.86,1.49,0.94,-5.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Ready,Exposure aligned with individual baseline
P21,Player 21,ST,6,22051.0,1506.0,474.0,1472.0,115.0,97.0,32.29,96.2,2026-08-28,78.0,1894.0,7823.0,28591.0,1849.0,550.0,0.97,2.0,2.0,2.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,0.99,1.1,1.05,1.12,1.97,1.49,0.96,-2.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P21,Player 21,ST,7,21591.0,1254.0,422.0,1358.0,127.0,103.0,31.15,92.8,2026-09-04,78.0,2062.0,7710.0,32730.0,1934.0,694.0,1.07,2.0,2.0,9.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,0.97,0.92,0.94,1.03,1.64,1.33,0.93,-2.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P21,Player 21,ST,8,22520.0,1472.0,446.0,1237.0,126.0,102.0,30.58,91.1,2026-09-11,75.0,1616.0,7402.0,29278.0,1859.0,548.0,0.87,2.0,2.0,16.0,22333.0,1363.0,450.0,1313.0,91.3,120.0,105.0,80.0,33.58,9989.0,763.0,318.0,46.0,41.0,1.01,1.08,0.99,0.94,1.93,1.4,0.91,-5.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P22,Player 22,ST,1,21507.0,1514.0,362.0,1287.0,107.0,98.0,30.67,86.2,2026-07-24,81.0,1287.0,1287.0,21507.0,1514.0,362.0,,2.0,,,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,1.01,1.0,1.0,1.0,2.13,1.43,0.86,0.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Baseline,Baseline acquisition period
P22,Player 22,ST,2,20769.0,1556.0,368.0,1258.0,104.0,93.0,31.76,89.3,2026-07-31,80.0,1865.0,3152.0,30128.0,2115.0,681.0,,2.0,6.0,,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,0.97,1.03,1.02,0.98,2.19,1.45,0.89,-1.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Baseline,Baseline acquisition period
P22,Player 22,ST,3,21378.0,1285.0,354.0,1373.0,104.0,98.0,32.82,92.3,2026-08-07,83.0,1674.0,4826.0,26735.0,1583.0,493.0,,2.0,2.0,6.0,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,1.0,0.85,0.98,1.07,1.8,1.39,0.92,2.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Baseline,Baseline acquisition period
