date,week,player_id,player_name,position,player_vmax_kmh,md_code,session_focus,session_type,match_role,duration_min,total_distance_m,hsr_m,sprint_distance_m,accelerations,decelerations,max_speed_kmh,percent_vmax,session_rpe,session_load_au,previous_3d_load,wellness_score,session_load_au_7d,session_load_au_28d,total_distance_m_7d,total_distance_m_28d,hsr_m_7d,hsr_m_28d,sprint_distance_m_7d,sprint_distance_m_28d,chronic_load_weekly_equivalent,observation_days,load_ratio_7_28_context,days_since_85_pct_vmax,days_since_90_pct_vmax,days_since_95_pct_vmax
2026-09-10,8,P11,Player 11,CM,31.15,MD-2,Tactical,Training,,68.0,5969.0,317.0,38.0,28.0,35.0,24.66,79.2,5.1,347.0,911.0,81.0,2171.0,8712.0,37094.0,148107.0,1924.0,7495.0,370.0,1491.0,2178.0,53,0.9967860422405876,1.0,5.0,26.0
2026-09-11,8,P11,Player 11,CM,31.15,MD-1,Activation,Training,,43.0,3207.0,105.0,14.0,18.0,14.0,22.75,73.0,2.9,125.0,1258.0,75.0,2198.0,8747.0,37131.0,148482.0,1947.0,7495.0,370.0,1493.0,2186.75,54,1.0051446210129187,2.0,6.0,27.0
2026-09-12,8,P11,Player 11,CM,31.15,MD,Match,Top-up,Unused,45.0,5250.0,294.0,27.0,28.0,30.0,26.19,84.1,4.4,198.0,988.0,76.0,1700.0,8269.0,31862.0,141470.0,1641.0,7275.0,251.0,1374.0,2067.25,55,0.8223485306566695,3.0,7.0,28.0
2026-09-13,8,P11,Player 11,CM,31.15,MD+1,Recovery,Recovery,,31.0,2449.0,25.0,2.0,7.0,9.0,16.17,51.9,1.6,50.0,670.0,80.0,1631.0,8263.0,31849.0,141454.0,1645.0,7270.0,251.0,1375.0,2065.75,56,0.7895437492436161,4.0,8.0,29.0
2026-07-20,1,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,
2026-07-21,1,P12,Player 12,CM,32.22,MD-4,Volume,Training,,77.0,7035.0,331.0,50.0,27.0,33.0,25.56,79.3,5.9,454.0,0.0,89.0,454.0,454.0,7035.0,7035.0,331.0,331.0,50.0,50.0,113.5,2,,,,
2026-07-22,1,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,90.0,8200.0,631.0,86.0,37.0,37.0,29.55,91.7,6.9,621.0,454.0,82.0,1075.0,1075.0,15235.0,15235.0,962.0,962.0,136.0,136.0,268.75,3,,0.0,0.0,
2026-07-23,1,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,69.0,6368.0,283.0,31.0,27.0,29.0,24.35,75.6,3.9,269.0,1075.0,72.0,1344.0,1344.0,21603.0,21603.0,1245.0,1245.0,167.0,167.0,336.0,4,,1.0,1.0,
2026-07-24,1,P12,Player 12,CM,32.22,MD-1,Activation,Training,,42.0,3188.0,98.0,10.0,16.0,13.0,21.58,67.0,2.9,122.0,1344.0,79.0,1466.0,1466.0,24791.0,24791.0,1343.0,1343.0,177.0,177.0,366.5,5,,2.0,2.0,
2026-07-25,1,P12,Player 12,CM,32.22,MD,Match,Match,Starter,87.0,10711.0,637.0,100.0,35.0,43.0,30.3,94.0,8.0,696.0,1012.0,77.0,2162.0,2162.0,35502.0,35502.0,1980.0,1980.0,277.0,277.0,540.5,6,,0.0,0.0,
2026-07-26,1,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,34.0,2306.0,33.0,1.0,8.0,8.0,15.27,47.4,0.6,20.0,1087.0,82.0,2182.0,2182.0,37808.0,37808.0,2013.0,2013.0,278.0,278.0,545.5,7,,1.0,1.0,
2026-07-27,2,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,79.0,2182.0,2182.0,37808.0,37808.0,2013.0,2013.0,278.0,278.0,545.5,8,,2.0,2.0,
2026-07-28,2,P12,Player 12,CM,32.22,MD-4,Volume,Training,,73.0,6303.0,285.0,45.0,34.0,30.0,23.23,72.1,5.1,372.0,716.0,79.0,2100.0,2554.0,37076.0,44111.0,1967.0,2298.0,273.0,323.0,638.5,9,,3.0,3.0,
2026-07-29,2,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,89.0,9960.0,519.0,111.0,45.0,41.0,28.86,89.6,6.5,578.0,392.0,85.0,2057.0,3132.0,38836.0,54071.0,1855.0,2817.0,298.0,434.0,783.0,10,,0.0,4.0,
2026-07-30,2,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,71.0,5784.0,315.0,40.0,25.0,26.0,26.63,82.7,4.6,327.0,950.0,88.0,2115.0,3459.0,38252.0,59855.0,1887.0,3132.0,307.0,474.0,864.75,11,,1.0,5.0,
2026-07-31,2,P12,Player 12,CM,32.22,MD-1,Activation,Training,,41.0,2965.0,86.0,12.0,15.0,14.0,21.29,66.1,3.1,127.0,1277.0,80.0,2120.0,3586.0,38029.0,62820.0,1875.0,3218.0,309.0,486.0,896.5,12,,2.0,6.0,
2026-08-01,2,P12,Player 12,CM,32.22,MD,Match,Match,Sub,17.0,2172.0,136.0,21.0,8.0,10.0,26.8,83.2,6.1,104.0,1032.0,80.0,1528.0,3690.0,29490.0,64992.0,1374.0,3354.0,230.0,507.0,922.5,13,,3.0,7.0,
2026-08-02,2,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,32.0,2404.0,34.0,1.0,9.0,7.0,17.84,55.4,1.7,54.0,558.0,85.0,1562.0,3744.0,29588.0,67396.0,1375.0,3388.0,230.0,508.0,936.0,14,,4.0,8.0,
2026-08-03,3,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,80.0,1562.0,3744.0,29588.0,67396.0,1375.0,3388.0,230.0,508.0,936.0,15,,5.0,9.0,
2026-08-04,3,P12,Player 12,CM,32.22,MD-4,Volume,Training,,85.0,6667.0,332.0,54.0,32.0,29.0,25.6,79.5,6.0,510.0,158.0,83.0,1700.0,4254.0,29952.0,74063.0,1422.0,3720.0,239.0,562.0,1063.5,16,,6.0,10.0,
2026-08-05,3,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,87.0,8283.0,559.0,112.0,36.0,32.0,30.52,94.7,6.9,600.0,564.0,75.0,1722.0,4854.0,28275.0,82346.0,1462.0,4279.0,240.0,674.0,1213.5,17,,0.0,0.0,
2026-08-06,3,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,64.0,5798.0,276.0,26.0,29.0,25.0,26.29,81.6,5.8,371.0,1110.0,85.0,1766.0,5225.0,28289.0,88144.0,1423.0,4555.0,226.0,700.0,1306.25,18,,1.0,1.0,
2026-08-07,3,P12,Player 12,CM,32.22,MD-1,Activation,Training,,48.0,2983.0,95.0,13.0,14.0,13.0,23.87,74.1,2.4,115.0,1481.0,81.0,1754.0,5340.0,28307.0,91127.0,1432.0,4650.0,227.0,713.0,1335.0,19,,2.0,2.0,
2026-08-08,3,P12,Player 12,CM,32.22,MD,Match,Match,Starter,83.0,9050.0,599.0,103.0,33.0,36.0,29.43,91.3,8.8,730.0,1086.0,81.0,2380.0,6070.0,35185.0,100177.0,1895.0,5249.0,309.0,816.0,1517.5,20,,0.0,0.0,
2026-08-09,3,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,29.0,2516.0,35.0,1.0,8.0,8.0,20.01,62.1,1.2,35.0,1216.0,79.0,2361.0,6105.0,35297.0,102693.0,1896.0,5284.0,309.0,817.0,1526.25,21,,1.0,1.0,
2026-08-10,4,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,76.0,2361.0,6105.0,35297.0,102693.0,1896.0,5284.0,309.0,817.0,1526.25,22,,2.0,2.0,
2026-08-11,4,P12,Player 12,CM,32.22,MD-4,Volume,Training,,73.0,7208.0,385.0,51.0,28.0,27.0,26.29,81.6,5.2,380.0,765.0,81.0,2231.0,6485.0,35838.0,109901.0,1949.0,5669.0,306.0,868.0,1621.25,23,,3.0,3.0,
2026-08-12,4,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,86.0,8391.0,540.0,96.0,34.0,35.0,28.48,88.4,5.5,473.0,415.0,90.0,2104.0,6958.0,35946.0,118292.0,1930.0,6209.0,290.0,964.0,1739.5,24,,0.0,4.0,
2026-08-13,4,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,68.0,6058.0,339.0,43.0,28.0,23.0,23.96,74.4,4.7,320.0,853.0,82.0,2053.0,7278.0,36206.0,124350.0,1993.0,6548.0,307.0,1007.0,1819.5,25,,1.0,5.0,
2026-08-14,4,P12,Player 12,CM,32.22,MD-1,Activation,Training,,35.0,3376.0,103.0,11.0,13.0,14.0,20.9,64.9,2.0,70.0,1173.0,77.0,2008.0,7348.0,36599.0,127726.0,2001.0,6651.0,305.0,1018.0,1837.0,26,,2.0,6.0,
2026-08-15,4,P12,Player 12,CM,32.22,MD,Match,Top-up,Unused,55.0,5406.0,287.0,25.0,21.0,24.0,26.44,82.1,3.1,170.0,863.0,75.0,1448.0,7518.0,32955.0,133132.0,1689.0,6938.0,227.0,1043.0,1879.5,27,,3.0,7.0,
2026-08-16,4,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,33.0,2785.0,20.0,1.0,8.0,7.0,18.74,58.1,2.3,76.0,560.0,88.0,1489.0,7594.0,33224.0,135917.0,1674.0,6958.0,227.0,1044.0,1898.5,28,0.784303397419015,4.0,8.0,
2026-08-17,5,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,85.0,1489.0,7594.0,33224.0,135917.0,1674.0,6958.0,227.0,1044.0,1898.5,29,0.784303397419015,5.0,9.0,
2026-08-18,5,P12,Player 12,CM,32.22,MD-4,Volume,Training,,73.0,6309.0,410.0,52.0,32.0,35.0,26.97,83.7,5.6,409.0,246.0,80.0,1518.0,7549.0,32325.0,135191.0,1699.0,7037.0,228.0,1046.0,1887.25,30,0.80434494635051,6.0,10.0,
2026-08-19,5,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,90.0,9014.0,583.0,100.0,40.0,38.0,28.04,87.0,6.2,558.0,485.0,81.0,1603.0,7486.0,32948.0,136005.0,1742.0,6989.0,232.0,1060.0,1871.5,31,0.8565321934277318,0.0,11.0,
2026-08-20,5,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,69.0,6467.0,317.0,32.0,24.0,27.0,25.25,78.4,4.4,304.0,967.0,76.0,1587.0,7521.0,33357.0,136104.0,1720.0,7023.0,221.0,1061.0,1880.25,32,0.8440366972477065,1.0,12.0,
2026-08-21,5,P12,Player 12,CM,32.22,MD-1,Activation,Training,,41.0,3169.0,71.0,9.0,14.0,14.0,21.49,66.7,2.3,94.0,1271.0,77.0,1611.0,7493.0,33150.0,136085.0,1688.0,6996.0,219.0,1060.0,1873.25,33,0.8600026691578807,2.0,13.0,
2026-08-22,5,P12,Player 12,CM,32.22,MD,Match,Top-up,Unused,51.0,4938.0,326.0,38.0,29.0,24.0,25.97,80.6,4.3,219.0,956.0,81.0,1660.0,7016.0,32682.0,130312.0,1727.0,6685.0,232.0,998.0,1754.0,34,0.9464082098061574,3.0,14.0,
2026-08-23,5,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,34.0,2539.0,33.0,1.0,9.0,8.0,17.46,54.2,2.3,78.0,617.0,81.0,1662.0,7074.0,32436.0,130545.0,1740.0,6685.0,232.0,998.0,1768.5,35,0.9397794741306191,4.0,15.0,
2026-08-24,6,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,87.0,1662.0,7074.0,32436.0,130545.0,1740.0,6685.0,232.0,998.0,1768.5,36,0.9397794741306191,5.0,16.0,
2026-08-25,6,P12,Player 12,CM,32.22,MD-4,Volume,Training,,68.0,8010.0,323.0,57.0,26.0,28.0,23.29,72.3,5.4,367.0,297.0,86.0,1620.0,7069.0,34137.0,132252.0,1653.0,6723.0,237.0,1010.0,1767.25,37,0.9166784552270477,6.0,17.0,
2026-08-26,6,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,93.0,8487.0,583.0,119.0,30.0,39.0,32.86,102.0,6.3,586.0,445.0,88.0,1648.0,7077.0,33610.0,130779.0,1653.0,6787.0,256.0,1018.0,1769.25,38,0.9314681362159107,0.0,0.0,0.0
2026-08-27,6,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,74.0,6441.0,326.0,35.0,29.0,26.0,24.06,74.7,4.8,355.0,953.0,79.0,1699.0,7105.0,33584.0,131436.0,1662.0,6798.0,259.0,1013.0,1776.25,39,0.9565095003518649,1.0,1.0,1.0
2026-08-28,6,P12,Player 12,CM,32.22,MD-1,Activation,Training,,42.0,3090.0,85.0,12.0,17.0,14.0,22.31,69.2,3.2,134.0,1308.0,87.0,1739.0,7112.0,33505.0,131561.0,1676.0,6797.0,262.0,1013.0,1778.0,40,0.9780652418447694,2.0,2.0,2.0
2026-08-29,6,P12,Player 12,CM,32.22,MD,Match,Match,Starter,87.0,10284.0,728.0,125.0,30.0,28.0,32.04,99.5,9.3,809.0,1075.0,78.0,2329.0,7817.0,38851.0,139673.0,2078.0,7389.0,349.0,1117.0,1954.25,41,1.1917615453498784,0.0,0.0,0.0
2026-08-30,6,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,29.0,2501.0,25.0,2.0,7.0,8.0,19.02,59.0,0.5,14.0,1298.0,75.0,2265.0,7777.0,38813.0,139770.0,2070.0,7380.0,350.0,1118.0,1944.25,42,1.164973640221165,1.0,1.0,1.0
2026-08-31,7,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,77.0,2265.0,7777.0,38813.0,139770.0,2070.0,7380.0,350.0,1118.0,1944.25,43,1.164973640221165,2.0,2.0,2.0
2026-09-01,7,P12,Player 12,CM,32.22,MD-4,Volume,Training,,80.0,6543.0,401.0,42.0,34.0,27.0,25.01,77.6,5.4,432.0,823.0,81.0,2330.0,7699.0,37346.0,139646.0,2148.0,7449.0,335.0,1106.0,1924.75,44,1.2105468242628912,3.0,3.0,3.0
2026-09-02,7,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,83.0,8662.0,587.0,122.0,39.0,38.0,28.01,86.9,6.7,556.0,446.0,79.0,2300.0,7655.0,37521.0,140025.0,2152.0,7477.0,338.0,1116.0,1913.75,45,1.201828870019595,0.0,4.0,4.0
2026-09-03,7,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,68.0,6396.0,274.0,28.0,25.0,29.0,26.39,81.9,4.2,286.0,988.0,81.0,2231.0,7570.0,37476.0,140623.0,2100.0,7475.0,331.0,1118.0,1892.5,46,1.1788639365918099,1.0,5.0,5.0
2026-09-04,7,P12,Player 12,CM,32.22,MD-1,Activation,Training,,38.0,2969.0,107.0,9.0,15.0,14.0,22.98,71.3,2.9,110.0,1274.0,72.0,2207.0,7565.0,37355.0,140609.0,2122.0,7487.0,328.0,1114.0,1891.25,47,1.166953073364177,2.0,6.0,6.0
2026-09-05,7,P12,Player 12,CM,32.22,MD,Match,Top-up,Unused,50.0,5752.0,234.0,36.0,24.0,24.0,27.81,86.3,5.4,270.0,952.0,81.0,1668.0,7105.0,32823.0,137311.0,1628.0,7122.0,239.0,1047.0,1776.25,48,0.9390570021111893,0.0,7.0,7.0
2026-09-06,7,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,30.0,2518.0,28.0,1.0,9.0,8.0,17.09,53.0,2.5,75.0,666.0,78.0,1729.0,7145.0,32840.0,137313.0,1631.0,7115.0,238.0,1047.0,1786.25,49,0.9679496151154654,1.0,8.0,8.0
2026-09-07,8,P12,Player 12,CM,32.22,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,83.0,1729.0,7145.0,32840.0,137313.0,1631.0,7115.0,238.0,1047.0,1786.25,50,0.9679496151154654,2.0,9.0,9.0
2026-09-08,8,P12,Player 12,CM,32.22,MD-4,Volume,Training,,86.0,6042.0,357.0,53.0,29.0,30.0,26.15,81.2,5.3,456.0,345.0,87.0,1753.0,7221.0,32339.0,136147.0,1587.0,7087.0,249.0,1049.0,1805.25,51,0.9710566403545215,3.0,10.0,10.0
2026-09-09,8,P12,Player 12,CM,32.22,MD-3,Speed / HSR,Training,,90.0,7359.0,525.0,81.0,39.0,30.0,29.68,92.1,7.4,666.0,531.0,91.0,1863.0,7414.0,31036.0,135115.0,1525.0,7072.0,208.0,1034.0,1853.5,52,1.0051254383598598,0.0,0.0,11.0
2026-09-10,8,P12,Player 12,CM,32.22,MD-2,Tactical,Training,,67.0,6490.0,301.0,39.0,27.0,25.0,25.45,79.0,4.1,275.0,1122.0,76.0,1852.0,7369.0,31130.0,135547.0,1552.0,7034.0,219.0,1030.0,1842.25,53,1.005292441308183,1.0,1.0,12.0
2026-09-11,8,P12,Player 12,CM,32.22,MD-1,Activation,Training,,37.0,2807.0,109.0,11.0,13.0,14.0,22.96,71.3,2.6,96.0,1397.0,76.0,1838.0,7395.0,30968.0,134978.0,1554.0,7040.0,221.0,1030.0,1848.75,54,0.994185260311021,2.0,2.0,13.0
2026-09-12,8,P12,Player 12,CM,32.22,MD,Match,Top-up,Unused,48.0,5061.0,286.0,35.0,23.0,21.0,26.9,83.5,5.0,240.0,1037.0,77.0,1808.0,7465.0,30277.0,134633.0,1606.0,7039.0,220.0,1040.0,1866.25,55,0.9687876758204956,3.0,3.0,14.0
2026-09-13,8,P12,Player 12,CM,32.22,MD+1,Recovery,Recovery,,35.0,2219.0,28.0,1.0,7.0,7.0,17.55,54.5,1.3,46.0,611.0,80.0,1779.0,7435.0,29978.0,134067.0,1606.0,7047.0,220.0,1040.0,1858.75,56,0.9570948217888365,4.0,4.0,15.0
2026-07-20,1,P13,Player 13,CM,31.76,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,
2026-07-21,1,P13,Player 13,CM,31.76,MD-4,Volume,Training,,81.0,8282.0,372.0,37.0,33.0,30.0,24.83,78.2,6.1,494.0,0.0,91.0,494.0,494.0,8282.0,8282.0,372.0,372.0,37.0,37.0,123.5,2,,,,
2026-07-22,1,P13,Player 13,CM,31.76,MD-3,Speed / HSR,Training,,89.0,9372.0,518.0,140.0,47.0,37.0,28.23,88.9,7.2,641.0,494.0,82.0,1135.0,1135.0,17654.0,17654.0,890.0,890.0,177.0,177.0,283.75,3,,0.0,,
2026-07-23,1,P13,Player 13,CM,31.76,MD-2,Tactical,Training,,72.0,6102.0,297.0,40.0,31.0,26.0,25.08,79.0,4.3,310.0,1135.0,86.0,1445.0,1445.0,23756.0,23756.0,1187.0,1187.0,217.0,217.0,361.25,4,,1.0,,
2026-07-24,1,P13,Player 13,CM,31.76,MD-1,Activation,Training,,38.0,3537.0,93.0,12.0,18.0,15.0,24.52,77.2,2.5,95.0,1445.0,78.0,1540.0,1540.0,27293.0,27293.0,1280.0,1280.0,229.0,229.0,385.0,5,,2.0,,
2026-07-25,1,P13,Player 13,CM,31.76,MD,Match,Match,Sub,26.0,3877.0,213.0,40.0,17.0,18.0,28.89,91.0,8.0,208.0,1046.0,76.0,1748.0,1748.0,31170.0,31170.0,1493.0,1493.0,269.0,269.0,437.0,6,,0.0,0.0,
2026-07-26,1,P13,Player 13,CM,31.76,MD+1,Recovery,Recovery,,37.0,2536.0,27.0,1.0,8.0,10.0,18.38,57.9,1.9,70.0,613.0,82.0,1818.0,1818.0,33706.0,33706.0,1520.0,1520.0,270.0,270.0,454.5,7,,1.0,1.0,
2026-07-27,2,P13,Player 13,CM,31.76,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,82.0,1818.0,1818.0,33706.0,33706.0,1520.0,1520.0,270.0,270.0,454.5,8,,2.0,2.0,
2026-07-28,2,P13,Player 13,CM,31.76,MD-4,Volume,Training,,77.0,8424.0,282.0,45.0,39.0,35.0,26.03,82.0,5.3,408.0,278.0,88.0,1732.0,2226.0,33848.0,42130.0,1430.0,1802.0,278.0,315.0,556.5,9,,3.0,3.0,
2026-07-29,2,P13,Player 13,CM,31.76,MD-3,Speed / HSR,Training,,88.0,9130.0,518.0,121.0,34.0,42.0,29.72,93.6,6.3,554.0,478.0,79.0,1645.0,2780.0,33606.0,51260.0,1430.0,2320.0,259.0,436.0,695.0,10,,0.0,0.0,
2026-07-30,2,P13,Player 13,CM,31.76,MD-2,Tactical,Training,,64.0,6483.0,240.0,49.0,31.0,30.0,25.27,79.6,4.3,275.0,962.0,76.0,1610.0,3055.0,33987.0,57743.0,1373.0,2560.0,268.0,485.0,763.75,11,,1.0,1.0,
2026-07-31,2,P13,Player 13,CM,31.76,MD-1,Activation,Training,,39.0,3723.0,124.0,13.0,17.0,15.0,20.22,63.7,2.2,86.0,1237.0,76.0,1601.0,3141.0,34173.0,61466.0,1404.0,2684.0,269.0,498.0,785.25,12,,2.0,2.0,
2026-08-01,2,P13,Player 13,CM,31.76,MD,Match,Top-up,Unused,56.0,5462.0,243.0,29.0,23.0,26.0,27.34,86.1,4.1,230.0,915.0,83.0,1623.0,3371.0,35758.0,66928.0,1434.0,2927.0,258.0,527.0,842.75,13,,0.0,3.0,
2026-08-02,2,P13,Player 13,CM,31.76,MD+1,Recovery,Recovery,,30.0,2351.0,27.0,2.0,8.0,9.0,18.1,57.0,1.2,36.0,591.0,87.0,1589.0,3407.0,35573.0,69279.0,1434.0,2954.0,259.0,529.0,851.75,14,,1.0,4.0,
2026-08-03,3,P13,Player 13,CM,31.76,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,90.0,1589.0,3407.0,35573.0,69279.0,1434.0,2954.0,259.0,529.0,851.75,15,,2.0,5.0,
2026-08-04,3,P13,Player 13,CM,31.76,MD-4,Volume,Training,,84.0,6926.0,340.0,49.0,30.0,34.0,25.41,80.0,5.9,496.0,266.0,88.0,1677.0,3903.0,34075.0,76205.0,1492.0,3294.0,263.0,578.0,975.75,16,,3.0,6.0,
2026-08-05,3,P13,Player 13,CM,31.76,MD-3,Speed / HSR,Training,,91.0,7987.0,585.0,135.0,36.0,41.0,29.09,91.6,7.5,682.0,532.0,83.0,1805.0,4585.0,32932.0,84192.0,1559.0,3879.0,277.0,713.0,1146.25,17,,0.0,0.0,
2026-08-06,3,P13,Player 13,CM,31.76,MD-2,Tactical,Training,,69.0,6015.0,280.0,46.0,27.0,27.0,26.27,82.7,4.6,317.0,1178.0,81.0,1847.0,4902.0,32464.0,90207.0,1599.0,4159.0,274.0,759.0,1225.5,18,,1.0,1.0,
2026-08-07,3,P13,Player 13,CM,31.76,MD-1,Activation,Training,,48.0,3547.0,88.0,13.0,16.0,18.0,21.62,68.1,2.6,125.0,1495.0,72.0,1886.0,5027.0,32288.0,93754.0,1563.0,4247.0,274.0,772.0,1256.75,19,,2.0,2.0,
2026-08-08,3,P13,Player 13,CM,31.76,MD,Match,Match,Starter,91.0,10896.0,642.0,101.0,44.0,50.0,31.09,97.9,7.9,719.0,1124.0,73.0,2375.0,5746.0,37722.0,104650.0,1962.0,4889.0,346.0,873.0,1436.5,20,,0.0,0.0,0.0
2026-08-09,3,P13,Player 13,CM,31.76,MD+1,Recovery,Recovery,,35.0,2384.0,25.0,1.0,9.0,10.0,17.97,56.6,1.6,56.0,1161.0,80.0,2395.0,5802.0,37755.0,107034.0,1960.0,4914.0,345.0,874.0,1450.5,21,,1.0,1.0,1.0
2026-08-10,4,P13,Player 13,CM,31.76,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,78.0,2395.0,5802.0,37755.0,107034.0,1960.0,4914.0,345.0,874.0,1450.5,22,,2.0,2.0,2.0
2026-08-11,4,P13,Player 13,CM,31.76,MD-4,Volume,Training,,70.0,7539.0,266.0,41.0,38.0,40.0,24.06,75.7,5.0,350.0,775.0,82.0,2249.0,6152.0,38368.0,114573.0,1886.0,5180.0,337.0,915.0,1538.0,23,,3.0,3.0,3.0
2026-08-12,4,P13,Player 13,CM,31.76,MD-3,Speed / HSR,Training,,89.0,9100.0,680.0,111.0,42.0,43.0,28.94,91.1,6.8,605.0,406.0,85.0,2172.0,6757.0,39481.0,123673.0,1981.0,5860.0,313.0,1026.0,1689.25,24,,0.0,0.0,4.0
2026-08-13,4,P13,Player 13,CM,31.76,MD-2,Tactical,Training,,65.0,6100.0,286.0,34.0,26.0,29.0,25.65,80.8,5.0,325.0,955.0,81.0,2180.0,7082.0,39566.0,129773.0,1987.0,6146.0,301.0,1060.0,1770.5,25,,1.0,1.0,5.0
2026-08-14,4,P13,Player 13,CM,31.76,MD-1,Activation,Training,,41.0,3647.0,88.0,11.0,19.0,17.0,22.61,71.2,2.4,98.0,1280.0,81.0,2153.0,7180.0,39666.0,133420.0,1987.0,6234.0,299.0,1071.0,1795.0,26,,2.0,2.0,6.0
2026-08-15,4,P13,Player 13,CM,31.76,MD,Match,Match,Starter,96.0,12322.0,618.0,188.0,46.0,47.0,30.57,96.3,9.6,922.0,1028.0,82.0,2356.0,8102.0,41092.0,145742.0,1963.0,6852.0,386.0,1259.0,2025.5,27,,0.0,0.0,0.0
2026-08-16,4,P13,Player 13,CM,31.76,MD+1,Recovery,Recovery,,34.0,2477.0,26.0,1.0,8.0,8.0,17.75,55.9,2.3,78.0,1345.0,78.0,2378.0,8180.0,41185.0,148219.0,1964.0,6878.0,386.0,1260.0,2045.0,28,1.162836185819071,1.0,1.0,1.0
2026-08-17,5,P13,Player 13,CM,31.76,OFF,Off,Off,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,78.0,2378.0,8180.0,41185.0,148219.0,1964.0,6878.0,386.0,1260.0,2045.0,29,1.162836185819071,2.0,2.0,2.0
2026-08-18,5,P13,Player 13,CM,31.76,MD-4,Volume,Training,,74.0,8236.0,364.0,45.0,31.0,35.0,23.55,74.2,5.6,414.0,1000.0,80.0,2442.0,8100.0,41882.0,148173.0,2062.0,6870.0,390.0,1268.0,2025.0,30,1.2059259259259258,3.0,3.0,3.0
2026-08-19,5,P13,Player 13,CM,31.76,MD-3,Speed / HSR,Training,,88.0,8633.0,665.0,132.0,46.0,42.0,29.31,92.3,5.8,510.0,492.0,82.0,2347.0,7969.0,41415.0,147434.0,2047.0,7017.0,411.0,1260.0,1992.25,31,1.1780650018822938,0.0,0.0,4.0
2026-08-20,5,P13,Player 13,CM,31.76,MD-2,Tactical,Training,,74.0,6527.0,320.0,29.0,29.0,31.0,23.39,73.7,4.0,296.0,924.0,80.0,2318.0,7955.0,41842.0,147859.0,2081.0,7040.0,406.0,1249.0,1988.75,32,1.165556253928347,1.0,1.0,5.0
2026-08-21,5,P13,Player 13,CM,31.76,MD-1,Activation,Training,,39.0,3485.0,97.0,13.0,16.0,14.0,21.54,67.8,2.4,94.0,1220.0,87.0,2314.0,7954.0,41680.0,147807.0,2090.0,7044.0,408.0,1250.0,1988.5,33,1.1636912245411113,2.0,2.0,6.0
